[844:805] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[321:309] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[321:309] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[321:310] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[321:310] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[324:188] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[324:188] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[324:189] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[324:189] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[324:189] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[324:190] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[339:229] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[339:230] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[339:230] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[339:230] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[339:230] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[339:231] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[340:565] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[340:565] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[340:565] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[340:566] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[340:566] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[340:566] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[341:730] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[341:730] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[341:731] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[341:731] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[341:731] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[341:731] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[452:810] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[452:811] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[452:811] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[452:811] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[452:812] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[452:812] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[454:158] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[454:158] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[454:158] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[454:159] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[454:159] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[454:159] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[455:428] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[455:428] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[455:429] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[455:429] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[455:429] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[455:430] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[473:072] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[473:073] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[473:073] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[473:074] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[473:074] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[473:074] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[474:457] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[474:458] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[474:458] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[474:458] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[474:458] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[474:458] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
[475:630] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2C62
[475:631] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x00, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D01
[475:631] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x00, DEVICE = 0x8086, VENDOR = 0x2D10
[475:631] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x01, DEVICE = 0x8086, VENDOR = 0x2D11
[475:632] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x02, DEVICE = 0x8086, VENDOR = 0x2D12
[475:632] (Error) CEvergreenGraphicsDevice() : CPCIDeviceManager::DetectDevices - missing parent of device: BN = 0xFF, DN = 0x02, FN = 0x03, DEVICE = 0x8086, VENDOR = 0x2D13
